dnarun_name	germplasm_name	germplasm_pedigree	germplasm_type	germplasm_par1	germplasm_par1_type	germplasm_par2	germplasm_par2_type	dnasample_sample_group	dnasample_sample_group_cycle	ref_value
12542-5	12542		F1					12542		0
12542-6	12542		F1					12542		0
12542-7	12542		F1					12542		1
12542-8	12542		F1					12542		1
12542-9	12542		F1					12542		0
12543-1	12543		F1					12543		1
12543-10	12543		F1					12543		1
12543-11	12543		F1					12543		1
12543-12	12543		F1					12543		0
12543-2	12543		F1					12543		1
12543-3	12543		F1					12543		1
12543-4	12543		F1					12543		1
12543-5	12543		F1					12543		1
12543-6	12543		F1					12543		1
12543-7	12543		F1					12543		1
12543-8	12543		F1					12543		0
12543-9	12543		F1					12543		0
12544-1	12544		F1					12544		1
12544-10	12544		F1					12544		1
12544-11	12544		F1					12544		0
12544-12	12544		F1					12544		0
12544-2	12544		F1					12544		1
12544-3	12544		F1					12544		1
12544-4	12544		F1					12544		1
12544-5	12544		F1					12544		1
12544-6	12544		F1					12544		1
12544-7	12544		F1					12544		1
12544-8	12544		F1					12544		1
12544-9	12544		F1					12544		1
12545-1	12545		F1					12545		0
12545-10	12545		F1					12545		0
12545-11	12545		F1					12545		0
12545-12	12545		F1					12545		0
12545-2	12545		F1					12545		0
12545-3	12545		F1					12545		1
12545-4	12545		F1					12545		0
12545-5	12545		F1					12545		0
12545-6	12545		F1					12545		0
12545-7	12545		F1					12545		0
12545-8	12545		F1					12545		0
12545-9	12545		F1					12545		0
12546-1	12546		F1					12546		0
12546-10	12546		F1					12546		0
12546-11	12546		F1					12546		0
12546-12	12546		F1					12546		0
12546-2	12546		F1					12546		0
12546-3	12546		F1					12546		0
12546-4	12546		F1					12546		0
12546-5	12546		F1					12546		0
12546-6	12546		F1					12546		0
12546-7	12546		F1					12546		0
12546-8	12546		F1					12546		0
12546-9	12546		F1					12546		0
12548-1	12548		F1					12548		0
12548-10	12548		F1					12548		0
12548-11	12548		F1					12548		0
12548-12	12548		F1					12548		0
12548-2	12548		F1					12548		0
12548-3	12548		F1					12548		1
12548-4	12548		F1					12548		0
12548-5	12548		F1					12548		0
12548-6	12548		F1					12548		0
12548-7	12548		F1					12548		0
12548-8	12548		F1					12548		0
12548-9	12548		F1					12548		0
12549-1	12549		F1					12549		0
12549-10	12549		F1					12549		0
12549-2	12549		F1					12549		0
12549-3	12549		F1					12549		0
12549-4	12549		F1					12549		0
12549-5	12549		F1					12549		0
12549-6	12549		F1					12549		0
12549-7	12549		F1					12549		0
12549-8	12549		F1					12549		0
12549-9	12549		F1					12549		0
12550-1	12550		F1					12550		1
12550-10	12550		F1					12550		0
12550-11	12550		F1					12550		0
12550-12	12550		F1					12550		0
12550-2	12550		F1					12550		0
12550-3	12550		F1					12550		1
12550-4	12550		F1					12550		0
12550-5	12550		F1					12550		0
12550-6	12550		F1					12550		1
12550-7	12550		F1					12550		1
12550-8	12550		F1					12550		1
12550-9	12550		F1					12550		1
12551-1	12551		F1					12551		0
12551-10	12551		F1					12551		0
12551-11	12551		F1					12551		1
12551-12	12551		F1					12551		0
12551-2	12551		F1					12551		0
12551-3	12551		F1					12551		0
12551-4	12551		F1					12551		0
12551-5	12551		F1					12551		0
12551-6	12551		F1					12551		0
12551-7	12551		F1					12551		0
12551-8	12551		F1					12551		0
12551-9	12551		F1					12551		0
12552-1	12552		F1					12552		1
12552-10	12552		F1					12552		0
12552-11	12552		F1					12552		1
12552-12	12552		F1					12552		0
12552-2	12552		F1					12552		1
12552-3	12552		F1					12552		0
12552-4	12552		F1					12552		1
12552-5	12552		F1					12552		0
12552-6	12552		F1					12552		0
12552-7	12552		F1					12552		1
12552-8	12552		F1					12552		1
12552-9	12552		F1					12552		1
12553-1	12553		F1					12553		0
12553-10	12553		F1					12553		0
12553-11	12553		F1					12553		1
12553-12	12553		F1					12553		0
12553-2	12553		F1					12553		0
12553-3	12553		F1					12553		1
12553-4	12553		F1					12553		0
12553-5	12553		F1					12553		1
12553-6	12553		F1					12553		1
12553-7	12553		F1					12553		0
12553-8	12553		F1					12553		0
12553-9	12553		F1					12553		0
12554-1	12554		F1					12554		1
12554-10	12554		F1					12554		1
12554-11	12554		F1					12554		0
12554-12	12554		F1					12554		0
12554-2	12554		F1					12554		1
12554-3	12554		F1					12554		1
12554-4	12554		F1					12554		1
12554-5	12554		F1					12554		1
12554-6	12554		F1					12554		0
12554-7	12554		F1					12554		1
12554-8	12554		F1					12554		1
12554-9	12554		F1					12554		0
12555-1	12555		F1					12555		1
12555-10	12555		F1					12555		1
12555-11	12555		F1					12555		0
12555-12	12555		F1					12555		0
12555-2	12555		F1					12555		0
12555-3	12555		F1					12555		0
12555-4	12555		F1					12555		0
12555-5	12555		F1					12555		0
12555-6	12555		F1					12555		1
12555-7	12555		F1					12555		0
12555-8	12555		F1					12555		0
12555-9	12555		F1					12555		0
12556-1	12556		F1					12556		1
12556-10	12556		F1					12556		0
12556-11	12556		F1					12556		1
12556-12	12556		F1					12556		1
12556-2	12556		F1					12556		0
12556-3	12556		F1					12556		1
12556-4	12556		F1					12556		1
12556-5	12556		F1					12556		1
12556-6	12556		F1					12556		1
12556-7	12556		F1					12556		0
12556-8	12556		F1					12556		1
12556-9	12556		F1					12556		1
12557-1	12557		F1					12557		1
12557-10	12557		F1					12557		1
12557-2	12557		F1					12557		1
12557-3	12557		F1					12557		1
12557-4	12557		F1					12557		1
12557-5	12557		F1					12557		1
12557-6	12557		F1					12557		1
12557-7	12557		F1					12557		1
12557-8	12557		F1					12557		1
12557-9	12557		F1					12557		1
12558-1	12558		F1					12558		0
12558-10	12558		F1					12558		0
12558-11	12558		F1					12558		0
12558-12	12558		F1					12558		0
12558-2	12558		F1					12558		0
12558-3	12558		F1					12558		0
12558-4	12558		F1					12558		0
12558-5	12558		F1					12558		0
12558-6	12558		F1					12558		0
12558-7	12558		F1					12558		0
12558-8	12558		F1					12558		1
12558-9	12558		F1					12558		1
12559-1	12559		F1					12559		1
12559-10	12559		F1					12559		0
12559-11	12559		F1					12559		1
12559-12	12559		F1					12559		1
12559-2	12559		F1					12559		1
12559-3	12559		F1					12559		1
12559-4	12559		F1					12559		1
12559-5	12559		F1					12559		1
12559-6	12559		F1					12559		1
12559-7	12559		F1					12559		1
12559-8	12559		F1					12559		1
12559-9	12559		F1					12559		0
12560-1	12560		F1					12560		1
12560-10	12560		F1					12560		1
12560-11	12560		F1					12560		0
12560-12	12560		F1					12560		1
12560-2	12560		F1					12560		1
12560-3	12560		F1					12560		1
12560-4	12560		F1					12560		1
12560-5	12560		F1					12560		1
12560-6	12560		F1					12560		1
12560-7	12560		F1					12560		0
12560-8	12560		F1					12560		1
12560-9	12560		F1					12560		1
12561-1	12561		F1					12561		0
12561-10	12561		F1					12561		1
12561-11	12561		F1					12561		0
12561-12	12561		F1					12561		1
12561-2	12561		F1					12561		0
12561-3	12561		F1					12561		0
12561-4	12561		F1					12561		0
12561-5	12561		F1					12561		0
12561-6	12561		F1					12561		1
12561-7	12561		F1					12561		0
12561-8	12561		F1					12561		1
12561-9	12561		F1					12561		0
12562-1	12562		F1					12562		0
12562-10	12562		F1					12562		1
12562-11	12562		F1					12562		1
12562-12	12562		F1					12562		0
12562-2	12562		F1					12562		0
12562-3	12562		F1					12562		1
12562-4	12562		F1					12562		1
12562-5	12562		F1					12562		1
12562-6	12562		F1					12562		1
12562-7	12562		F1					12562		1
12562-8	12562		F1					12562		1
12562-9	12562		F1					12562		0
12563-1	12563		F1					12563		0
12563-10	12563		F1					12563		1
12563-11	12563		F1					12563		1
12563-12	12563		F1					12563		0
12563-2	12563		F1					12563		0
12563-3	12563		F1					12563		1
12563-4	12563		F1					12563		0
12563-5	12563		F1					12563		0
12563-6	12563		F1					12563		1
12563-7	12563		F1					12563		1
12563-8	12563		F1					12563		1
12563-9	12563		F1					12563		1
12564-1	12564		F1					12564		0
12564-10	12564		F1					12564		0
12564-11	12564		F1					12564		1
12564-12	12564		F1					12564		0
12564-2	12564		F1					12564		0
12564-3	12564		F1					12564		1
12564-4	12564		F1					12564		0
12564-5	12564		F1					12564		0
12564-6	12564		F1					12564		0
12564-7	12564		F1					12564		0
12564-8	12564		F1					12564		0
12564-9	12564		F1					12564		0
12565-1	12565		F1					12565		0
12565-10	12565		F1					12565		0
12565-2	12565		F1					12565		0
12565-3	12565		F1					12565		1
12565-4	12565		F1					12565		1
12565-5	12565		F1					12565		0
12565-6	12565		F1					12565		1
12565-7	12565		F1					12565		1
12565-8	12565		F1					12565		1
12565-9	12565		F1					12565		0
12566-1	12566		F1					12566		0
12566-10	12566		F1					12566		0
12566-11	12566		F1					12566		0
12566-12	12566		F1					12566		0
12566-2	12566		F1					12566		1
12566-3	12566		F1					12566		1
12566-4	12566		F1					12566		0
12566-5	12566		F1					12566		0
12566-6	12566		F1					12566		1
12566-7	12566		F1					12566		0
12566-8	12566		F1					12566		0
12566-9	12566		F1					12566		0
12567-1	12567		F1					12567		0
12567-10	12567		F1					12567		0
12567-11	12567		F1					12567		1
12567-12	12567		F1					12567		1
12567-2	12567		F1					12567		0
12567-3	12567		F1					12567		0
12567-4	12567		F1					12567		0
12567-5	12567		F1					12567		0
12567-6	12567		F1					12567		0
12567-7	12567		F1					12567		0
12567-8	12567		F1					12567		0
12567-9	12567		F1					12567		0
12568-1	12568		F1					12568		0
12568-10	12568		F1					12568		1
12568-11	12568		F1					12568		0
12568-12	12568		F1					12568		1
12568-2	12568		F1					12568		1
12568-3	12568		F1					12568		1
12568-4	12568		F1					12568		0
12568-5	12568		F1					12568		0
12568-6	12568		F1					12568		1
12568-7	12568		F1					12568		0
12568-8	12568		F1					12568		1
12568-9	12568		F1					12568		1
12569-1	12569		F1					12569		1
12569-10	12569		F1					12569		1
12569-11	12569		F1					12569		0
12569-12	12569		F1					12569		1
12569-2	12569		F1					12569		1
12569-3	12569		F1					12569		1
12569-4	12569		F1					12569		0
12569-5	12569		F1					12569		1
12569-6	12569		F1					12569		1
12569-7	12569		F1					12569		1
12569-8	12569		F1					12569		0
12569-9	12569		F1					12569		1
12570-1	12570		F1					12570		0
12570-10	12570		F1					12570		1
12570-11	12570		F1					12570		0
12570-12	12570		F1					12570		1
12570-2	12570		F1					12570		0
12570-3	12570		F1					12570		1
12570-4	12570		F1					12570		1
12570-5	12570		F1					12570		1
12570-6	12570		F1					12570		0
12570-7	12570		F1					12570		0
12570-8	12570		F1					12570		1
12570-9	12570		F1					12570		1
12571-1	12571		F1					12571		1
12571-10	12571		F1					12571		1
12571-11	12571		F1					12571		0
12571-12	12571		F1					12571		0
12571-2	12571		F1					12571		0
12571-3	12571		F1					12571		1
12571-4	12571		F1					12571		0
12571-5	12571		F1					12571		0
12571-6	12571		F1					12571		0
12571-7	12571		F1					12571		1
12571-8	12571		F1					12571		1
12571-9	12571		F1					12571		1
12572-1	12572		F1					12572		0
12572-10	12572		F1					12572		0
12572-11	12572		F1					12572		1
12572-12	12572		F1					12572		1
12572-2	12572		F1					12572		0
12572-3	12572		F1					12572		1
12572-4	12572		F1					12572		1
12572-5	12572		F1					12572		1
12572-6	12572		F1					12572		1
12572-7	12572		F1					12572		1
12572-8	12572		F1					12572		1
12572-9	12572		F1					12572		0
12573-1	12573		F1					12573		1
12573-10	12573		F1					12573		1
12573-2	12573		F1					12573		0
12573-3	12573		F1					12573		1
12573-4	12573		F1					12573		1
12573-5	12573		F1					12573		0
12573-6	12573		F1					12573		1
12573-7	12573		F1					12573		1
12573-8	12573		F1					12573		0
12573-9	12573		F1					12573		0
12574-1	12574		F1					12574		0
12574-10	12574		F1					12574		1
12574-11	12574		F1					12574		0
12574-12	12574		F1					12574		0
12574-2	12574		F1					12574		0
12574-3	12574		F1					12574		1
12574-4	12574		F1					12574		0
12574-5	12574		F1					12574		0
12574-6	12574		F1					12574		0
12574-7	12574		F1					12574		1
12574-8	12574		F1					12574		1
12574-9	12574		F1					12574		0
12575-1	12575		F1					12575		0
12575-10	12575		F1					12575		1
12575-11	12575		F1					12575		1
12575-12	12575		F1					12575		1
12575-2	12575		F1					12575		0
12575-3	12575		F1					12575		1
12575-4	12575		F1					12575		1
12575-5	12575		F1					12575		1
12575-6	12575		F1					12575		0
12575-7	12575		F1					12575		0
12575-8	12575		F1					12575		1
12575-9	12575		F1					12575		1
12576-1	12576		F1					12576		0
12576-10	12576		F1					12576		0
12576-11	12576		F1					12576		0
12576-12	12576		F1					12576		1
12576-2	12576		F1					12576		1
12576-3	12576		F1					12576		1
12576-4	12576		F1					12576		1
12576-5	12576		F1					12576		0
12576-6	12576		F1					12576		0
12576-7	12576		F1					12576		1
12576-8	12576		F1					12576		0
12576-9	12576		F1					12576		0
12577-1	12577		F1					12577		1
12577-10	12577		F1					12577		1
12577-11	12577		F1					12577		0
12577-12	12577		F1					12577		0
12577-2	12577		F1					12577		0
12577-3	12577		F1					12577		0
12577-4	12577		F1					12577		1
12577-5	12577		F1					12577		0
12577-6	12577		F1					12577		1
12577-7	12577		F1					12577		1
12577-8	12577		F1					12577		0
12577-9	12577		F1					12577		1
12578-1	12578		F1					12578		1
12578-10	12578		F1					12578		1
12578-11	12578		F1					12578		1
12578-12	12578		F1					12578		1
12578-2	12578		F1					12578		1
12578-3	12578		F1					12578		0
12578-4	12578		F1					12578		1
12578-5	12578		F1					12578		1
12578-6	12578		F1					12578		1
12578-7	12578		F1					12578		0
12578-8	12578		F1					12578		1
12578-9	12578		F1					12578		1
12579-1	12579		F1					12579		1
12579-10	12579		F1					12579		0
12579-11	12579		F1					12579		0
12579-12	12579		F1					12579		1
12579-2	12579		F1					12579		0
12579-3	12579		F1					12579		0
12579-4	12579		F1					12579		0
12579-5	12579		F1					12579		0
12579-6	12579		F1					12579		0
12579-7	12579		F1					12579		0
12579-8	12579		F1					12579		0
12579-9	12579		F1					12579		0
12580-1	12580		F1					12580		0
12580-10	12580		F1					12580		0
12580-11	12580		F1					12580		0
12580-12	12580		F1					12580		1
12580-2	12580		F1					12580		0
12580-3	12580		F1					12580		0
12580-4	12580		F1					12580		0
12580-5	12580		F1					12580		0
12580-6	12580		F1					12580		0
12580-7	12580		F1					12580		0
12580-8	12580		F1					12580		0
12580-9	12580		F1					12580		1
12581-1	12581		F1					12581		0
12581-10	12581		F1					12581		1
12581-2	12581		F1					12581		1
12581-3	12581		F1					12581		1
12581-4	12581		F1					12581		1
12581-5	12581		F1					12581		1
12581-6	12581		F1					12581		1
12581-7	12581		F1					12581		1
12581-8	12581		F1					12581		1
12581-9	12581		F1					12581		1
1--GRS--1	1--GRS		F1					1--GRS		0
1--GRS--10	1--GRS		F1					1--GRS		0
1--GRS--11	1--GRS		F1					1--GRS		0
1--GRS--12	1--GRS		F1					1--GRS		0
1--GRS--2	1--GRS		F1					1--GRS		1
1--GRS--3	1--GRS		F1					1--GRS		1
1--GRS--4	1--GRS		F1					1--GRS		1
1--GRS--5	1--GRS		F1					1--GRS		0
1--GRS--6	1--GRS		F1					1--GRS		0
1--GRS--7	1--GRS		F1					1--GRS		0
1--GRS--8	1--GRS		F1					1--GRS		0
1--GRS--9	1--GRS		F1					1--GRS		0
Bhutan-1	Bhutan		F1					Bhutan		1
Bhutan-10	Bhutan		F1					Bhutan		1
Bhutan-11	Bhutan		F1					Bhutan		0
Bhutan-12	Bhutan		F1					Bhutan		1
Bhutan-1-a	Bhutan-1		F1					Bhutan-1		0
Bhutan-2	Bhutan		F1					Bhutan		0
Bhutan-2-a	Bhutan-2		F1					Bhutan-2		0
Bhutan-3	Bhutan		F1					Bhutan		0
Bhutan-4	Bhutan		F1					Bhutan		0
Bhutan-5	Bhutan		F1					Bhutan		1
Bhutan-6	Bhutan		F1					Bhutan		0
Bhutan-7	Bhutan		F1					Bhutan		0
Bhutan-8	Bhutan		F1					Bhutan		0
Bhutan-9	Bhutan		F1					Bhutan		1
Binadhan-11-1	Binadhan-11		F1					Binadhan-11		1
Binadhan-11-10	Binadhan-11		F1					Binadhan-11		1
Binadhan-11-11	Binadhan-11		F1					Binadhan-11		1
Binadhan-11-12	Binadhan-11		F1					Binadhan-11		1
Binadhan-11-2	Binadhan-11		F1					Binadhan-11		1
Binadhan-11-3	Binadhan-11		F1					Binadhan-11		1
Binadhan-11-4	Binadhan-11		F1					Binadhan-11		0
Binadhan-11-5	Binadhan-11		F1					Binadhan-11		0
Binadhan-11-6	Binadhan-11		F1					Binadhan-11		0
Binadhan-11-7	Binadhan-11		F1					Binadhan-11		0
Binadhan-11-8	Binadhan-11		F1					Binadhan-11		0
Binadhan-11-9	Binadhan-11		F1					Binadhan-11		1
Binadhan-12-1	Binadhan-12		F1					Binadhan-12		1
Binadhan-12-10	Binadhan-12		F1					Binadhan-12		0
Binadhan-12-11	Binadhan-12		F1					Binadhan-12		0
Binadhan-12-12	Binadhan-12		F1					Binadhan-12		0
Binadhan-12-2	Binadhan-12		F1					Binadhan-12		1
Binadhan-12-3	Binadhan-12		F1					Binadhan-12		1
Binadhan-12-4	Binadhan-12		F1					Binadhan-12		1
Binadhan-12-5	Binadhan-12		F1					Binadhan-12		1
Binadhan-12-6	Binadhan-12		F1					Binadhan-12		0
Binadhan-12-7	Binadhan-12		F1					Binadhan-12		1
Binadhan-12-8	Binadhan-12		F1					Binadhan-12		1
Binadhan-12-9	Binadhan-12		F1					Binadhan-12		0
BR10-1	BR10		F1					BR10		0
BR10-10	BR10		F1					BR10		1
BR10-11	BR10		F1					BR10		0
BR10-12	BR10		F1					BR10		1
BR10-2	BR10		F1					BR10		0
BR10-3	BR10		F1					BR10		0
BR10-4	BR10		F1					BR10		0
BR10-5	BR10		F1					BR10		0
BR10-6	BR10		F1					BR10		0
BR10-7	BR10		F1					BR10		0
BR10707-5R-13-1	BR10707-5R-13		F1					BR10707-5R-13		1
BR10707-5R-13-10	BR10707-5R-13		F1					BR10707-5R-13		0
BR10707-5R-13-11	BR10707-5R-13		F1					BR10707-5R-13		0
BR10707-5R-13-12	BR10707-5R-13		F1					BR10707-5R-13		0
BR10707-5R-13-2	BR10707-5R-13		F1					BR10707-5R-13		0
BR10707-5R-13-3	BR10707-5R-13		F1					BR10707-5R-13		0
BR10707-5R-13-4	BR10707-5R-13		F1					BR10707-5R-13		1
BR10707-5R-13-5	BR10707-5R-13		F1					BR10707-5R-13		1
BR10707-5R-13-6	BR10707-5R-13		F1					BR10707-5R-13		0
BR10707-5R-13-7	BR10707-5R-13		F1					BR10707-5R-13		1
BR10707-5R-13-8	BR10707-5R-13		F1					BR10707-5R-13		0
BR10707-5R-13-9	BR10707-5R-13		F1					BR10707-5R-13		0
BR10707-5R-158-1	BR10707-5R-158		F1					BR10707-5R-158		1
BR10707-5R-158-10	BR10707-5R-158		F1					BR10707-5R-158		1
BR10707-5R-158-11	BR10707-5R-158		F1					BR10707-5R-158		1
BR10707-5R-158-12	BR10707-5R-158		F1					BR10707-5R-158		0
BR10707-5R-158-2	BR10707-5R-158		F1					BR10707-5R-158		1
BR10707-5R-158-3	BR10707-5R-158		F1					BR10707-5R-158		1
BR10707-5R-158-4	BR10707-5R-158		F1					BR10707-5R-158		1
BR10707-5R-158-5	BR10707-5R-158		F1					BR10707-5R-158		0
BR10707-5R-158-6	BR10707-5R-158		F1					BR10707-5R-158		0
BR10707-5R-158-7	BR10707-5R-158		F1					BR10707-5R-158		1
BR10707-5R-158-8	BR10707-5R-158		F1					BR10707-5R-158		0
BR10707-5R-158-9	BR10707-5R-158		F1					BR10707-5R-158		1
BR10707-5R-18-1	BR10707-5R-18		F1					BR10707-5R-18		1
BR10707-5R-18-10	BR10707-5R-18		F1					BR10707-5R-18		0
BR10707-5R-18-11	BR10707-5R-18		F1					BR10707-5R-18		1
BR10707-5R-18-12	BR10707-5R-18		F1					BR10707-5R-18		0
BR10707-5R-18-2	BR10707-5R-18		F1					BR10707-5R-18		1
BR10707-5R-18-3	BR10707-5R-18		F1					BR10707-5R-18		1
BR10707-5R-18-4	BR10707-5R-18		F1					BR10707-5R-18		0
BR10707-5R-18-5	BR10707-5R-18		F1					BR10707-5R-18		1
BR10707-5R-18-6	BR10707-5R-18		F1					BR10707-5R-18		0
BR10707-5R-18-7	BR10707-5R-18		F1					BR10707-5R-18		0
BR10707-5R-18-8	BR10707-5R-18		F1					BR10707-5R-18		1
BR10707-5R-18-9	BR10707-5R-18		F1					BR10707-5R-18		0
BR10707-5R-66-1	BR10707-5R-66		F1					BR10707-5R-66		0
BR10707-5R-66-10	BR10707-5R-66		F1					BR10707-5R-66		1
BR10707-5R-66-2	BR10707-5R-66		F1					BR10707-5R-66		1
BR10707-5R-66-3	BR10707-5R-66		F1					BR10707-5R-66		0
BR10707-5R-66-4	BR10707-5R-66		F1					BR10707-5R-66		1
BR10707-5R-66-5	BR10707-5R-66		F1					BR10707-5R-66		1
BR10707-5R-66-6	BR10707-5R-66		F1					BR10707-5R-66		1
BR10707-5R-66-7	BR10707-5R-66		F1					BR10707-5R-66		1
BR10707-5R-66-8	BR10707-5R-66		F1					BR10707-5R-66		1
BR10707-5R-66-9	BR10707-5R-66		F1					BR10707-5R-66		1
BR10707-5R-89-1	BR10707-5R-89		F1					BR10707-5R-89		0
BR10707-5R-89-10	BR10707-5R-89		F1					BR10707-5R-89		1
BR10707-5R-89-11	BR10707-5R-89		F1					BR10707-5R-89		0
BR10707-5R-89-12	BR10707-5R-89		F1					BR10707-5R-89		1
BR10707-5R-89-2	BR10707-5R-89		F1					BR10707-5R-89		0
BR10707-5R-89-3	BR10707-5R-89		F1					BR10707-5R-89		1
BR10707-5R-89-4	BR10707-5R-89		F1					BR10707-5R-89		0
BR10707-5R-89-5	BR10707-5R-89		F1					BR10707-5R-89		0
BR10707-5R-89-6	BR10707-5R-89		F1					BR10707-5R-89		0
BR10707-5R-89-7	BR10707-5R-89		F1					BR10707-5R-89		1
BR10707-5R-89-8	BR10707-5R-89		F1					BR10707-5R-89		0
BR10707-5R-89-9	BR10707-5R-89		F1					BR10707-5R-89		1
BR10-8	BR10		F1					BR10		1
BR10-9	BR10		F1					BR10		0
BR1-1	BR1		F1					BR1		1
BR1-10	BR1		F1					BR1		1
BR1-2	BR1		F1					BR1		1
BR12484-1	BR12484		F1					BR12484		0
BR12484-10	BR12484		F1					BR12484		0
BR12484-11	BR12484		F1					BR12484		0
BR12484-12	BR12484		F1					BR12484		0
BR12484-2	BR12484		F1					BR12484		0
BR12484-3	BR12484		F1					BR12484		0
BR12484-4	BR12484		F1					BR12484		0
BR12484-5	BR12484		F1					BR12484		0
BR12484-6	BR12484		F1					BR12484		1
BR12484-7	BR12484		F1					BR12484		1
BR12484-8	BR12484		F1					BR12484		0
BR12484-9	BR12484		F1					BR12484		0
BR12485-1	BR12485		F1					BR12485		0
BR12485-10	BR12485		F1					BR12485		0
BR12485-11	BR12485		F1					BR12485		1
BR12485-12	BR12485		F1					BR12485		1
BR12485-2	BR12485		F1					BR12485		0
BR12485-3	BR12485		F1					BR12485		0
BR12485-4	BR12485		F1					BR12485		0
BR12485-5	BR12485		F1					BR12485		0
BR12485-6	BR12485		F1					BR12485		0
BR12485-7	BR12485		F1					BR12485		1
BR12485-8	BR12485		F1					BR12485		1
BR12485-9	BR12485		F1					BR12485		0
BR12486-1	BR12486		F1					BR12486		1
BR12486-10	BR12486		F1					BR12486		0
BR12486-11	BR12486		F1					BR12486		0
BR12486-12	BR12486		F1					BR12486		0
BR12486-2	BR12486		F1					BR12486		1
BR12486-3	BR12486		F1					BR12486		1
BR12486-4	BR12486		F1					BR12486		1
BR12486-5	BR12486		F1					BR12486		1
BR12486-6	BR12486		F1					BR12486		0
BR12486-7	BR12486		F1					BR12486		0
BR12486-8	BR12486		F1					BR12486		0
BR12486-9	BR12486		F1					BR12486		0
BR12487-1	BR12487		F1					BR12487		0
BR12487-10	BR12487		F1					BR12487		0
BR12487-11	BR12487		F1					BR12487		0
BR12487-12	BR12487		F1					BR12487		0
BR12487-2	BR12487		F1					BR12487		0
BR12487-3	BR12487		F1					BR12487		0
BR12487-4	BR12487		F1					BR12487		0
BR12487-5	BR12487		F1					BR12487		0
BR12487-6	BR12487		F1					BR12487		0
BR12487-7	BR12487		F1					BR12487		0
BR12487-8	BR12487		F1					BR12487		0
BR12487-9	BR12487		F1					BR12487		0
BR12488-1	BR12488		F1					BR12488		0
BR12488-10	BR12488		F1					BR12488		0
BR12488-11	BR12488		F1					BR12488		0
BR12488-12	BR12488		F1					BR12488		0
BR12488-2	BR12488		F1					BR12488		0
BR12488-3	BR12488		F1					BR12488		0
BR12488-4	BR12488		F1					BR12488		0
BR12488-5	BR12488		F1					BR12488		0
BR12488-6	BR12488		F1					BR12488		0
BR12488-7	BR12488		F1					BR12488		0
BR12488-8	BR12488		F1					BR12488		0
BR12488-9	BR12488		F1					BR12488		0
BR12489-1	BR12489		F1					BR12489		0
BR12489-10	BR12489		F1					BR12489		1
BR12489-11	BR12489		F1					BR12489		1
BR12489-12	BR12489		F1					BR12489		1
BR12489-2	BR12489		F1					BR12489		0
BR12489-3	BR12489		F1					BR12489		1
BR12489-4	BR12489		F1					BR12489		1
BR12489-5	BR12489		F1					BR12489		1
BR12489-6	BR12489		F1					BR12489		0
BR12489-7	BR12489		F1					BR12489		0
BR12489-8	BR12489		F1					BR12489		1
BR12489-9	BR12489		F1					BR12489		1
BR12490-1	BR12490		F1					BR12490		0
BR12490-10	BR12490		F1					BR12490		0
BR12490-11	BR12490		F1					BR12490		0
BR12490-12	BR12490		F1					BR12490		1
BR12490-2	BR12490		F1					BR12490		0
BR12490-3	BR12490		F1					BR12490		0
BR12490-4	BR12490		F1					BR12490		0
BR12490-5	BR12490		F1					BR12490		0
BR12490-6	BR12490		F1					BR12490		0
BR12490-7	BR12490		F1					BR12490		0
BR12490-8	BR12490		F1					BR12490		0
BR12490-9	BR12490		F1					BR12490		0
BR12491-1	BR12491		F1					BR12491		1
BR12491-10	BR12491		F1					BR12491		1
BR12491-2	BR12491		F1					BR12491		0
BR12491-3	BR12491		F1					BR12491		1
BR12491-4	BR12491		F1					BR12491		0
BR12491-5	BR12491		F1					BR12491		0
BR12491-6	BR12491		F1					BR12491		0
BR12491-7	BR12491		F1					BR12491		0
BR12491-8	BR12491		F1					BR12491		1
BR12491-9	BR12491		F1					BR12491		1
BR12492-1	BR12492		F1					BR12492		1
BR12492-10	BR12492		F1					BR12492		0
BR12492-11	BR12492		F1					BR12492		0
BR12492-12	BR12492		F1					BR12492		0
BR12492-2	BR12492		F1					BR12492		0
BR12492-3	BR12492		F1					BR12492		0
BR12492-4	BR12492		F1					BR12492		1
BR12492-5	BR12492		F1					BR12492		0
BR12492-6	BR12492		F1					BR12492		0
BR12492-7	BR12492		F1					BR12492		0
BR12492-8	BR12492		F1					BR12492		0
BR12492-9	BR12492		F1					BR12492		0
BR12493-1	BR12493		F1					BR12493		1
BR12493-10	BR12493		F1					BR12493		0
BR12493-11	BR12493		F1					BR12493		0
BR12493-12	BR12493		F1					BR12493		0
BR12493-2	BR12493		F1					BR12493		0
BR12493-3	BR12493		F1					BR12493		0
BR12493-4	BR12493		F1					BR12493		0
BR12493-5	BR12493		F1					BR12493		0
BR12493-6	BR12493		F1					BR12493		0
BR12493-7	BR12493		F1					BR12493		0
BR12493-8	BR12493		F1					BR12493		0
BR12493-9	BR12493		F1					BR12493		0
BR12494-1	BR12494		F1					BR12494		0
BR12494-10	BR12494		F1					BR12494		1
BR12494-11	BR12494		F1					BR12494		1
BR12494-12	BR12494		F1					BR12494		1
BR12494-2	BR12494		F1					BR12494		1
BR12494-3	BR12494		F1					BR12494		1
BR12494-4	BR12494		F1					BR12494		1
BR12494-5	BR12494		F1					BR12494		1
BR12494-6	BR12494		F1					BR12494		1
BR12494-7	BR12494		F1					BR12494		1
BR12494-8	BR12494		F1					BR12494		1
