dnarun_name	germplasm_name	germplasm_pedigree	germplasm_type	germplasm_par1	germplasm_par1_type	germplasm_par2	germplasm_par2_type	dnasample_sample_group	dnasample_sample_group_cycle	ref_value
BR9945-4-2-1-3	BR9945-4-2-1		F1					BR9945-4-2-1		0
BR9945-4-2-1-4	BR9945-4-2-1		F1					BR9945-4-2-1		0
BR9945-4-2-1-5	BR9945-4-2-1		F1					BR9945-4-2-1		0
BR9945-4-2-1-6	BR9945-4-2-1		F1					BR9945-4-2-1		0
BR9945-4-2-1-7	BR9945-4-2-1		F1					BR9945-4-2-1		0
BR9945-4-2-1-8	BR9945-4-2-1		F1					BR9945-4-2-1		0
BR9945-4-2-1-9	BR9945-4-2-1		F1					BR9945-4-2-1		0
BR-BE-6158RWBC2-1-2-1-1-1	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		0
BR-BE-6158RWBC2-1-2-1-1-10	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		1
BR-BE-6158RWBC2-1-2-1-1-11	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		0
BR-BE-6158RWBC2-1-2-1-1-12	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		0
BR-BE-6158RWBC2-1-2-1-1-2	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		0
BR-BE-6158RWBC2-1-2-1-1-3	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		0
BR-BE-6158RWBC2-1-2-1-1-4	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		0
BR-BE-6158RWBC2-1-2-1-1-5	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		0
BR-BE-6158RWBC2-1-2-1-1-6	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		0
BR-BE-6158RWBC2-1-2-1-1-7	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		0
BR-BE-6158RWBC2-1-2-1-1-8	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		0
BR-BE-6158RWBC2-1-2-1-1-9	BR-BE-6158RWBC2-1-2-1-1		F1					BR-BE-6158RWBC2-1-2-1-1		0
BR-Bio-8072-AC8-1-1-3-1-1-1	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		1
BR-Bio-8072-AC8-1-1-3-1-1-10	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		1
BR-Bio-8072-AC8-1-1-3-1-1-11	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		1
BR-Bio-8072-AC8-1-1-3-1-1-12	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		1
BR-Bio-8072-AC8-1-1-3-1-1-2	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		1
BR-Bio-8072-AC8-1-1-3-1-1-3	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		1
BR-Bio-8072-AC8-1-1-3-1-1-4	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		1
BR-Bio-8072-AC8-1-1-3-1-1-5	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		0
BR-Bio-8072-AC8-1-1-3-1-1-6	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		0
BR-Bio-8072-AC8-1-1-3-1-1-7	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		0
BR-Bio-8072-AC8-1-1-3-1-1-8	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		0
BR-Bio-8072-AC8-1-1-3-1-1-9	BR-Bio-8072-AC8-1-1-3-1-1		F1					BR-Bio-8072-AC8-1-1-3-1-1		1
BRRI-dhan28-1	BRRI-dhan28		F1					BRRI-dhan28		0
BRRI-dhan28-10	BRRI-dhan28		F1					BRRI-dhan28		0
BRRI-dhan28-11	BRRI-dhan28		F1					BRRI-dhan28		1
BRRI-dhan28-12	BRRI-dhan28		F1					BRRI-dhan28		1
BRRI-dhan28-1-a	BRRI-dhan28-1		F1					BRRI-dhan28-1		0
BRRI-dhan28-1-b	BRRI-dhan28-1		F1					BRRI-dhan28-1		0
BRRI-dhan28-2	BRRI-dhan28		F1					BRRI-dhan28		1
BRRI-dhan28-2-a	BRRI-dhan28-2		F1					BRRI-dhan28-2		0
BRRI-dhan28-3	BRRI-dhan28		F1					BRRI-dhan28		1
BRRI-dhan28-4	BRRI-dhan28		F1					BRRI-dhan28		0
BRRI-dhan28-5	BRRI-dhan28		F1					BRRI-dhan28		1
BRRI-dhan28-6	BRRI-dhan28		F1					BRRI-dhan28		1
BRRI-dhan28-7	BRRI-dhan28		F1					BRRI-dhan28		1
BRRI-dhan28-8	BRRI-dhan28		F1					BRRI-dhan28		1
BRRI-dhan28-9	BRRI-dhan28		F1					BRRI-dhan28		1
BRRI-dhan29-1	BRRI-dhan29		F1					BRRI-dhan29		0
BRRI-dhan29-10	BRRI-dhan29		F1					BRRI-dhan29		0
BRRI-dhan29-11	BRRI-dhan29		F1					BRRI-dhan29		1
BRRI-dhan29-12	BRRI-dhan29		F1					BRRI-dhan29		0
BRRI-dhan29-2	BRRI-dhan29		F1					BRRI-dhan29		0
BRRI-dhan29-3	BRRI-dhan29		F1					BRRI-dhan29		0
BRRI-dhan29-4	BRRI-dhan29		F1					BRRI-dhan29		1
BRRI-dhan29-5	BRRI-dhan29		F1					BRRI-dhan29		1
BRRI-dhan29-6	BRRI-dhan29		F1					BRRI-dhan29		0
BRRI-dhan29-7	BRRI-dhan29		F1					BRRI-dhan29		0
BRRI-dhan29-8	BRRI-dhan29		F1					BRRI-dhan29		1
BRRI-dhan29-9	BRRI-dhan29		F1					BRRI-dhan29		1
BRRI-dhan48-1	BRRI-dhan48		F1					BRRI-dhan48		1
BRRI-dhan48-2	BRRI-dhan48		F1					BRRI-dhan48		0
BRRI-dhan50-1	BRRI-dhan50		F1					BRRI-dhan50		0
BRRI-dhan50-10	BRRI-dhan50		F1					BRRI-dhan50		0
BRRI-dhan50-11	BRRI-dhan50		F1					BRRI-dhan50		0
BRRI-dhan50-12	BRRI-dhan50		F1					BRRI-dhan50		0
BRRI-dhan50-2	BRRI-dhan50		F1					BRRI-dhan50		0
BRRI-dhan50-3	BRRI-dhan50		F1					BRRI-dhan50		0
BRRI-dhan50-4	BRRI-dhan50		F1					BRRI-dhan50		0
BRRI-dhan50-5	BRRI-dhan50		F1					BRRI-dhan50		1
BRRI-dhan50-6	BRRI-dhan50		F1					BRRI-dhan50		1
BRRI-dhan50-7	BRRI-dhan50		F1					BRRI-dhan50		1
BRRI-dhan50-8	BRRI-dhan50		F1					BRRI-dhan50		1
BRRI-dhan50-9	BRRI-dhan50		F1					BRRI-dhan50		0
BRRI-dhan51-1	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan51-10	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan51-11	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan51-12	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan51-2	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan51-3	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan51-4	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan51-5	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan51-6	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan51-7	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan51-8	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan51-9	BRRI-dhan51		F1					BRRI-dhan51		0
BRRI-dhan52-1	BRRI-dhan52		F1					BRRI-dhan52		0
BRRI-dhan52-10	BRRI-dhan52		F1					BRRI-dhan52		1
BRRI-dhan52-11	BRRI-dhan52		F1					BRRI-dhan52		0
BRRI-dhan52-12	BRRI-dhan52		F1					BRRI-dhan52		1
BRRI-dhan52-2	BRRI-dhan52		F1					BRRI-dhan52		0
BRRI-dhan52-3	BRRI-dhan52		F1					BRRI-dhan52		0
BRRI-dhan52-4	BRRI-dhan52		F1					BRRI-dhan52		0
BRRI-dhan52-5	BRRI-dhan52		F1					BRRI-dhan52		0
BRRI-dhan52-6	BRRI-dhan52		F1					BRRI-dhan52		0
BRRI-dhan52-7	BRRI-dhan52		F1					BRRI-dhan52		1
BRRI-dhan52-8	BRRI-dhan52		F1					BRRI-dhan52		0
BRRI-dhan52-9	BRRI-dhan52		F1					BRRI-dhan52		1
BRRI-dhan58-1	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan58-10	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan58-11	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan58-12	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan58-2	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan58-3	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan58-4	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan58-5	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan58-6	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan58-7	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan58-8	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan58-9	BRRI-dhan58		F1					BRRI-dhan58		1
BRRI-dhan63-1	BRRI-dhan63		F1					BRRI-dhan63		1
BRRI-dhan63-10	BRRI-dhan63		F1					BRRI-dhan63		1
BRRI-dhan63-11	BRRI-dhan63		F1					BRRI-dhan63		0
BRRI-dhan63-12	BRRI-dhan63		F1					BRRI-dhan63		1
BRRI-dhan63-1-a	BRRI-dhan63-1		F1					BRRI-dhan63-1		1
BRRI-dhan63-1-b	BRRI-dhan63-1		F1					BRRI-dhan63-1		0
BRRI-dhan63-1-c	BRRI-dhan63-1		F1					BRRI-dhan63-1		0
BRRI-dhan63-2	BRRI-dhan63		F1					BRRI-dhan63		1
BRRI-dhan63-2-a	BRRI-dhan63-2		F1					BRRI-dhan63-2		1
BRRI-dhan63-2-b	BRRI-dhan63-2		F1					BRRI-dhan63-2		0
BRRI-dhan63-2-c	BRRI-dhan63-2		F1					BRRI-dhan63-2		0
BRRI-dhan63-3	BRRI-dhan63		F1					BRRI-dhan63		1
BRRI-dhan63-4	BRRI-dhan63		F1					BRRI-dhan63		1
BRRI-dhan63-5	BRRI-dhan63		F1					BRRI-dhan63		1
BRRI-dhan63-6	BRRI-dhan63		F1					BRRI-dhan63		1
BRRI-dhan63-7	BRRI-dhan63		F1					BRRI-dhan63		1
BRRI-dhan63-8	BRRI-dhan63		F1					BRRI-dhan63		1
BRRI-dhan63-9	BRRI-dhan63		F1					BRRI-dhan63		0
BRRI-dhan66-1	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan66-10	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan66-11	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan66-12	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan66-2	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan66-3	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan66-4	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan66-5	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan66-6	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan66-7	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan66-8	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan66-9	BRRI-dhan66		F1					BRRI-dhan66		1
BRRI-dhan67-1	BRRI-dhan67		F1					BRRI-dhan67		1
BRRI-dhan67-10	BRRI-dhan67		F1					BRRI-dhan67		0
BRRI-dhan67-11	BRRI-dhan67		F1					BRRI-dhan67		0
BRRI-dhan67-12	BRRI-dhan67		F1					BRRI-dhan67		0
BRRI-dhan67-1-b	BRRI-dhan67-1		F1					BRRI-dhan67-1		0
BRRI-dhan67-2	BRRI-dhan67		F1					BRRI-dhan67		1
BRRI-dhan67-2-b	BRRI-dhan67-2		F1					BRRI-dhan67-2		0
BRRI-dhan67-3	BRRI-dhan67		F1					BRRI-dhan67		0
BRRI-dhan67-4	BRRI-dhan67		F1					BRRI-dhan67		1
BRRI-dhan67-5	BRRI-dhan67		F1					BRRI-dhan67		1
BRRI-dhan67-6	BRRI-dhan67		F1					BRRI-dhan67		0
BRRI-dhan67-7	BRRI-dhan67		F1					BRRI-dhan67		1
BRRI-dhan67-8	BRRI-dhan67		F1					BRRI-dhan67		1
BRRI-dhan67-9	BRRI-dhan67		F1					BRRI-dhan67		0
BRRI-dhan71-1	BRRI-dhan71		F1					BRRI-dhan71		1
BRRI-dhan71-10	BRRI-dhan71		F1					BRRI-dhan71		1
BRRI-dhan71-11	BRRI-dhan71		F1					BRRI-dhan71		1
BRRI-dhan71-12	BRRI-dhan71		F1					BRRI-dhan71		1
BRRI-dhan71-2	BRRI-dhan71		F1					BRRI-dhan71		0
BRRI-dhan71-3	BRRI-dhan71		F1					BRRI-dhan71		1
BRRI-dhan71-4	BRRI-dhan71		F1					BRRI-dhan71		1
BRRI-dhan71-5	BRRI-dhan71		F1					BRRI-dhan71		1
BRRI-dhan71-6	BRRI-dhan71		F1					BRRI-dhan71		1
BRRI-dhan71-7	BRRI-dhan71		F1					BRRI-dhan71		1
BRRI-dhan71-8	BRRI-dhan71		F1					BRRI-dhan71		1
BRRI-dhan71-9	BRRI-dhan71		F1					BRRI-dhan71		1
BRRI-dhan73-1	BRRI-dhan73		F1					BRRI-dhan73		1
BRRI-dhan73-10	BRRI-dhan73		F1					BRRI-dhan73		0
BRRI-dhan73-11	BRRI-dhan73		F1					BRRI-dhan73		1
BRRI-dhan73-12	BRRI-dhan73		F1					BRRI-dhan73		0
BRRI-dhan73-2	BRRI-dhan73		F1					BRRI-dhan73		1
BRRI-dhan73-3	BRRI-dhan73		F1					BRRI-dhan73		1
BRRI-dhan73-4	BRRI-dhan73		F1					BRRI-dhan73		1
BRRI-dhan73-5	BRRI-dhan73		F1					BRRI-dhan73		1
BRRI-dhan73-6	BRRI-dhan73		F1					BRRI-dhan73		1
BRRI-dhan73-7	BRRI-dhan73		F1					BRRI-dhan73		1
BRRI-dhan73-8	BRRI-dhan73		F1					BRRI-dhan73		1
BRRI-dhan73-9	BRRI-dhan73		F1					BRRI-dhan73		1
BRRI-dhan79-1	BRRI-dhan79		F1					BRRI-dhan79		1
BRRI-dhan79-10	BRRI-dhan79		F1					BRRI-dhan79		0
BRRI-dhan79-2	BRRI-dhan79		F1					BRRI-dhan79		1
BRRI-dhan79-3	BRRI-dhan79		F1					BRRI-dhan79		1
BRRI-dhan79-4	BRRI-dhan79		F1					BRRI-dhan79		1
BRRI-dhan79-5	BRRI-dhan79		F1					BRRI-dhan79		1
BRRI-dhan79-6	BRRI-dhan79		F1					BRRI-dhan79		1
BRRI-dhan79-7	BRRI-dhan79		F1					BRRI-dhan79		1
BRRI-dhan79-8	BRRI-dhan79		F1					BRRI-dhan79		1
BRRI-dhan79-9	BRRI-dhan79		F1					BRRI-dhan79		0
BRRI-dhan81-1	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan81-10	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan81-11	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan81-12	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan81-1-a	BRRI-dhan81-1		F1					BRRI-dhan81-1		0
BRRI-dhan81-1-b	BRRI-dhan81-1		F1					BRRI-dhan81-1		0
BRRI-dhan81-2	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan81-2-a	BRRI-dhan81-2		F1					BRRI-dhan81-2		0
BRRI-dhan81-2-b	BRRI-dhan81-2		F1					BRRI-dhan81-2		0
BRRI-dhan81-3	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan81-4	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan81-5	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan81-6	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan81-7	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan81-8	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan81-9	BRRI-dhan81		F1					BRRI-dhan81		0
BRRI-dhan84-1	BRRI-dhan84		F1					BRRI-dhan84		0
BRRI-dhan84-10	BRRI-dhan84		F1					BRRI-dhan84		1
BRRI-dhan84-11	BRRI-dhan84		F1					BRRI-dhan84		0
BRRI-dhan84-12	BRRI-dhan84		F1					BRRI-dhan84		1
BRRI-dhan84-2	BRRI-dhan84		F1					BRRI-dhan84		1
BRRI-dhan84-3	BRRI-dhan84		F1					BRRI-dhan84		0
BRRI-dhan84-4	BRRI-dhan84		F1					BRRI-dhan84		0
BRRI-dhan84-5	BRRI-dhan84		F1					BRRI-dhan84		0
BRRI-dhan84-6	BRRI-dhan84		F1					BRRI-dhan84		1
BRRI-dhan84-7	BRRI-dhan84		F1					BRRI-dhan84		1
BRRI-dhan84-8	BRRI-dhan84		F1					BRRI-dhan84		1
BRRI-dhan84-9	BRRI-dhan84		F1					BRRI-dhan84		1
BRRI-dhan86-1	BRRI-dhan86		F1					BRRI-dhan86		0
BRRI-dhan86-10	BRRI-dhan86		F1					BRRI-dhan86		0
BRRI-dhan86-11	BRRI-dhan86		F1					BRRI-dhan86		1
BRRI-dhan86-12	BRRI-dhan86		F1					BRRI-dhan86		1
BRRI-dhan86-2	BRRI-dhan86		F1					BRRI-dhan86		1
BRRI-dhan86-3	BRRI-dhan86		F1					BRRI-dhan86		1
BRRI-dhan86-4	BRRI-dhan86		F1					BRRI-dhan86		1
BRRI-dhan86-5	BRRI-dhan86		F1					BRRI-dhan86		1
BRRI-dhan86-6	BRRI-dhan86		F1					BRRI-dhan86		0
BRRI-dhan86-7	BRRI-dhan86		F1					BRRI-dhan86		1
BRRI-dhan86-8	BRRI-dhan86		F1					BRRI-dhan86		1
BRRI-dhan86-9	BRRI-dhan86		F1					BRRI-dhan86		0
BRRI-dhna69-1	BRRI-dhna69		F1					BRRI-dhna69		0
BRRI-dhna69-10	BRRI-dhna69		F1					BRRI-dhna69		1
BRRI-dhna69-11	BRRI-dhna69		F1					BRRI-dhna69		1
BRRI-dhna69-12	BRRI-dhna69		F1					BRRI-dhna69		1
BRRI-dhna69-2	BRRI-dhna69		F1					BRRI-dhna69		0
BRRI-dhna69-3	BRRI-dhna69		F1					BRRI-dhna69		1
BRRI-dhna69-4	BRRI-dhna69		F1					BRRI-dhna69		1
BRRI-dhna69-5	BRRI-dhna69		F1					BRRI-dhna69		1
BRRI-dhna69-6	BRRI-dhna69		F1					BRRI-dhna69		0
BRRI-dhna69-7	BRRI-dhna69		F1					BRRI-dhna69		1
BRRI-dhna69-8	BRRI-dhna69		F1					BRRI-dhna69		1
BRRI-dhna69-9	BRRI-dhna69		F1					BRRI-dhna69		1
Chandan-nath-3-1	Chandan-nath-3		F1					Chandan-nath-3		1
Chandan-nath-3-10	Chandan-nath-3		F1					Chandan-nath-3		1
Chandan-nath-3-11	Chandan-nath-3		F1					Chandan-nath-3		0
Chandan-nath-3-12	Chandan-nath-3		F1					Chandan-nath-3		1
Chandan-nath-3-2	Chandan-nath-3		F1					Chandan-nath-3		0
Chandan-nath-3-3	Chandan-nath-3		F1					Chandan-nath-3		0
Chandan-nath-3-4	Chandan-nath-3		F1					Chandan-nath-3		0
Chandan-nath-3-5	Chandan-nath-3		F1					Chandan-nath-3		1
Chandan-nath-3-6	Chandan-nath-3		F1					Chandan-nath-3		1
Chandan-nath-3-7	Chandan-nath-3		F1					Chandan-nath-3		1
Chandan-nath-3-8	Chandan-nath-3		F1					Chandan-nath-3		1
Chandan-nath-3-9	Chandan-nath-3		F1					Chandan-nath-3		1
dhan29-HR1-Com--1	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
dhan29-HR1-Com--10	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
dhan29-HR1-Com--11	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
dhan29-HR1-Com--12	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
dhan29-HR1-Com--2	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
dhan29-HR1-Com--3	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
dhan29-HR1-Com--4	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
dhan29-HR1-Com--5	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
dhan29-HR1-Com--6	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
dhan29-HR1-Com--7	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
dhan29-HR1-Com--8	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
dhan29-HR1-Com--9	dhan29-HR1-Com		F1					dhan29-HR1-Com		0
DR25-1	DR25		F1					DR25		0
DR25-10	DR25		F1					DR25		0
DR25-11	DR25		F1					DR25		0
DR25-12	DR25		F1					DR25		0
DR25-2	DR25		F1					DR25		0
DR25-3	DR25		F1					DR25		0
DR25-4	DR25		F1					DR25		0
DR25-5	DR25		F1					DR25		0
DR25-6	DR25		F1					DR25		0
DR25-7	DR25		F1					DR25		0
DR25-8	DR25		F1					DR25		0
DR25-9	DR25		F1					DR25		0
GSRIR1-17-D6-Y1-D1-11-1	GSRIR1-17-D6-Y1-D1-11		F1					GSRIR1-17-D6-Y1-D1-11		0
GSRIR1-17-D6-Y1-D1-11-10	GSRIR1-17-D6-Y1-D1-11		F1					GSRIR1-17-D6-Y1-D1-11		0
GSRIR1-17-D6-Y1-D1-11-2	GSRIR1-17-D6-Y1-D1-11		F1					GSRIR1-17-D6-Y1-D1-11		0
GSRIR1-17-D6-Y1-D1-11-3	GSRIR1-17-D6-Y1-D1-11		F1					GSRIR1-17-D6-Y1-D1-11		0
GSRIR1-17-D6-Y1-D1-11-4	GSRIR1-17-D6-Y1-D1-11		F1					GSRIR1-17-D6-Y1-D1-11		0
GSRIR1-17-D6-Y1-D1-11-5	GSRIR1-17-D6-Y1-D1-11		F1					GSRIR1-17-D6-Y1-D1-11		0
GSRIR1-17-D6-Y1-D1-11-6	GSRIR1-17-D6-Y1-D1-11		F1					GSRIR1-17-D6-Y1-D1-11		0
GSRIR1-17-D6-Y1-D1-11-7	GSRIR1-17-D6-Y1-D1-11		F1					GSRIR1-17-D6-Y1-D1-11		0
GSRIR1-17-D6-Y1-D1-11-8	GSRIR1-17-D6-Y1-D1-11		F1					GSRIR1-17-D6-Y1-D1-11		0
GSRIR1-17-D6-Y1-D1-11-9	GSRIR1-17-D6-Y1-D1-11		F1					GSRIR1-17-D6-Y1-D1-11		0
GSR-IR1-DQ130-Y5-Y1-1	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
GSR-IR1-DQ130-Y5-Y1-10	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
GSR-IR1-DQ130-Y5-Y1-11	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
GSR-IR1-DQ130-Y5-Y1-12	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
GSR-IR1-DQ130-Y5-Y1-2	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
GSR-IR1-DQ130-Y5-Y1-3	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
GSR-IR1-DQ130-Y5-Y1-4	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
GSR-IR1-DQ130-Y5-Y1-5	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
GSR-IR1-DQ130-Y5-Y1-6	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
GSR-IR1-DQ130-Y5-Y1-7	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
GSR-IR1-DQ130-Y5-Y1-8	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
GSR-IR1-DQ130-Y5-Y1-9	GSR-IR1-DQ130-Y5-Y1		F1					GSR-IR1-DQ130-Y5-Y1		0
HHZ12-SAL2-Y3-Y2-1	HHZ12-SAL2-Y3-Y2		F1					HHZ12-SAL2-Y3-Y2		1
HHZ12-SAL2-Y3-Y2-2	HHZ12-SAL2-Y3-Y2		F1					HHZ12-SAL2-Y3-Y2		1
HHZ3-SAL4-Y1-Y1-1	HHZ3-SAL4-Y1-Y1		F1					HHZ3-SAL4-Y1-Y1		0
HHZ3-SAL4-Y1-Y1-2	HHZ3-SAL4-Y1-Y1		F1					HHZ3-SAL4-Y1-Y1		0
HHZ4-SAL12-L11-L11-1	HHZ4-SAL12-L11-L11		F1					HHZ4-SAL12-L11-L11		0
HHZ4-SAL12-L11-L11-2	HHZ4-SAL12-L11-L11		F1					HHZ4-SAL12-L11-L11		0
HHZ5-DT20-DT2-DT1-1	HHZ5-DT20-DT2-DT1		F1					HHZ5-DT20-DT2-DT1		1
IR09A235-1	IR09A235		F1					IR09A235		0
IR09A235-10	IR09A235		F1					IR09A235		0
IR09A235-11	IR09A235		F1					IR09A235		0
IR09A235-12	IR09A235		F1					IR09A235		0
IR09A235-2	IR09A235		F1					IR09A235		0
IR09A235-3	IR09A235		F1					IR09A235		0
IR09A235-4	IR09A235		F1					IR09A235		1
IR09A235-5	IR09A235		F1					IR09A235		1
IR09A235-6	IR09A235		F1					IR09A235		0
IR09A235-7	IR09A235		F1					IR09A235		0
IR09A235-8	IR09A235		F1					IR09A235		0
IR09A235-9	IR09A235		F1					IR09A235		0
IR13F458-1	IR13F458		F1					IR13F458		0
IR13F458-10	IR13F458		F1					IR13F458		1
IR13F458-11	IR13F458		F1					IR13F458		1
IR13F458-12	IR13F458		F1					IR13F458		1
IR13F458-2	IR13F458		F1					IR13F458		0
IR13F458-3	IR13F458		F1					IR13F458		0
IR13F458-4	IR13F458		F1					IR13F458		0
IR13F458-5	IR13F458		F1					IR13F458		1
IR13F458-6	IR13F458		F1					IR13F458		1
IR13F458-7	IR13F458		F1					IR13F458		1
IR13F458-8	IR13F458		F1					IR13F458		1
IR13F458-9	IR13F458		F1					IR13F458		1
IR13F582-1	IR13F582		F1					IR13F582		1
IR13F582-10	IR13F582		F1					IR13F582		1
IR13F582-2	IR13F582		F1					IR13F582		1
IR13F582-3	IR13F582		F1					IR13F582		1
IR13F582-4	IR13F582		F1					IR13F582		1
IR13F582-5	IR13F582		F1					IR13F582		1
IR13F582-6	IR13F582		F1					IR13F582		0
IR13F582-7	IR13F582		F1					IR13F582		1
IR13F582-8	IR13F582		F1					IR13F582		1
IR13F582-9	IR13F582		F1					IR13F582		1
IR14N126-1	IR14N126		F1					IR14N126		1
